mean_flux,std_flux,median_flux,min_flux,max_flux,flux_range,skewness,kurtosis,transit_depth,below_mean_fraction,rms,peak_to_peak,percentile_10,percentile_90,percentile_range,autocorr_lag1,n_dips,snr,star_name,label,mission
0.9999923098984838,0.000510387443394965,1.0,0.9977117776870728,1.0025442838668823,0.00483250617980957,-0.10309217082405348,0.3063909454629723,0.0022805322114110016,0.4928868461370103,0.9999924401471482,0.00483250617980957,0.9993410110473632,1.000630259513855,0.0012892484664918102,0.5010627256063436,449,1959.280783333528,HD 21749,1,TESS
0.9997072047710147,0.004096320364311981,0.9999999403953552,0.9822293519973756,1.0097486972808838,0.02751934528350819,-0.02290780775678285,-0.8475884426733273,0.017477852773639113,0.48123934053439454,0.9997155971133004,0.02751934528350819,0.9946216404438019,1.005505847930908,0.010884207487106168,0.986034533937865,46,244.05005367272483,K2-18,1,K2
1.000009419430386,0.0005342657269294367,1.0000118017196655,0.9973899722099304,1.0025403499603271,0.0051503777503967285,-0.1358336350552824,3.4782667524702737,0.002619447220455484,0.49772727272727274,1.0000095621489649,0.0051503777503967285,0.999431610107422,1.0006051659584045,0.001173555850982555,0.7193611470402482,71,1871.7454050022984,K2-55,1,K2
1.0001065624490804,0.0032536498762211377,1.0,0.9920368790626526,1.0079925060272217,0.015955626964569092,0.11244831396762632,-0.7214034977481845,0.008069683386427773,0.5144992526158445,1.0001118549898471,0.015955626964569092,0.995919942855835,1.0046050548553467,0.008685111999511719,0.9932395239230118,26,307.3798965765261,K2-141,1,K2
1.0000061415281951,0.004813275562796999,0.9999999701976776,0.9855044484138488,1.021031618118286,0.035527169704437145,-0.2502517838463813,0.6983448797430918,0.014501693114346348,0.5004901960784314,1.0000177252007845,0.035527169704437145,0.9941526710987091,1.0054298639297485,0.011277192831039451,0.9564362605538147,96,207.7600022025522,K2-229,1,K2
1.0004922569240646,0.04720534686197439,0.9993330240249634,0.7597776651382446,1.2388553619384766,0.47907769680023193,0.22513097594697148,3.0555937773264206,0.24071459178582,0.5107810993249758,1.0016052620355824,0.47907769680023193,0.9479834377765656,1.0540183544158936,0.10603491663932807,0.7084610057864373,2168,21.19446892000273,TRAPPIST-1,1,K2
1.0000065683044828,0.00020270352439006646,1.000000238418579,0.9990555047988892,1.0010030269622805,0.0019475221633913353,0.3276903579085689,0.4800047253930839,0.0009510635055935968,0.5122193247640366,1.0000065888487069,0.0019475221633913353,0.999753451347351,1.000260591506958,0.0005071401596069558,0.8639625414486315,574,4933.345738874032,KIC 3733735,0,Kepler
0.9999999529439928,0.0003796032000117983,0.9999998807907104,0.998162031173706,1.0018757581710815,0.0037137269973754883,-0.006685197269269029,0.192160105509938,0.0018379217702867434,0.5000696508172363,1.0000000249932883,0.0037137269973754883,0.9995193004608154,1.0004849433898926,0.0009656429290771928,0.07676337739508292,970,2634.329618172113,KIC 4914423,0,Kepler
0.9999629282158734,0.00036904373458818444,1.0,0.9986674189567566,1.0015952587127686,0.002927839756011963,-0.4285424185745813,0.25268281326545816,0.0012955092591168116,0.4550275341627575,0.9999629963150346,0.002927839756011963,0.9994702875614168,1.000390648841858,0.000920361280441151,0.942890411429911,2300,2709.6054870887624,KIC 5955122,0,Kepler
1.0000322691535832,0.000280156794640969,0.9999991357326508,0.9992456436157228,1.0012950897216797,0.0020494461059569202,0.48296835099721047,0.2173398496743375,0.0007866255378604636,0.5530209617755857,1.0000323083962308,0.0020494461059569202,0.999702936410904,1.0004134774208069,0.0007105410099028653,0.5310431144891705,19,3569.544941557318,KIC 6289650,0,Kepler
0.9999464971715984,0.00044962367928388496,1.0,0.997879683971405,1.0019958019256592,0.00411611795425415,-0.5079124554571485,0.016140319536039005,0.002066813200193418,0.4610056975589358,0.9999465982577282,0.00411611795425415,0.9993643164634703,1.0004864811897278,0.0011221647262574796,0.947891611389169,1352,2223.9631568431,KIC 7103006,0,Kepler
0.9999997693829005,0.0002521956077607551,1.0,0.998862624168396,1.001250147819519,0.002387523651123047,0.011084512479677268,0.21302999313561832,0.0011371452145044758,0.4995782370307887,0.9999998011842196,0.002387523651123047,0.9996801614761353,1.0003195405006409,0.0006393790245056152,0.0873672622479923,316,3965.175199766161,KIC 8077137,0,Kepler
1.00008376620734,0.0006237763587255245,1.0000498294830322,0.9969500303268432,1.001808524131775,0.004858493804931752,-0.16769509940652635,0.6479191941942686,0.003133735880496924,0.5184466019417475,1.000083960739499,0.004858493804931752,0.9993316531181335,1.0009268522262573,0.0015951991081237793,0.7503789118824564,13,1603.2729554718492,KIC 9410930,0,Kepler
1.0013242676575074,0.007361021715635026,0.999992311000824,0.9823575615882874,1.0366352796554563,0.05427771806716897,0.44692672247426635,-0.21849655620475872,0.01896670606922002,0.5681743511115979,1.0013513237822884,0.05427771806716897,0.9924686491489411,1.0117623567581178,0.019293707609176702,0.9536785119531176,67,136.03060911105115,TIC 167602025,0,TESS
0.9999840475987801,0.0037319729812621055,0.9999996423721312,0.9824795126914978,1.018541932106018,0.036062419414520264,0.013368992804064481,0.14546789931301296,0.01750453490728232,0.4984404924760602,0.9999910114967895,0.036062419414520264,0.9952093124389648,1.0047151565551757,0.009505844116210915,0.015219333405050701,431,267.9505057029106,TIC 259962054,0,TESS
0.9999447381343823,0.0018887872991052348,1.0000005960464478,0.9907203316688538,1.0070573091506958,0.01633697748184204,-0.4246100713655114,1.2420200641631216,0.009224406465528578,0.4869179374713113,0.9999465219901009,0.01633697748184204,0.9976624846458436,1.0022414207458494,0.004578936100005815,0.18270036385180113,547,529.410981643132,TIC 394050135,0,TESS
1.0000361485248823,0.0031653058486847577,1.0000000596046448,0.986765682697296,1.0150326490402222,0.028266966342926136,0.06212405881034912,0.09965537769938893,0.013270465827586286,0.5049397459559223,1.0000411579118111,0.028266966342926136,0.9960039138793946,1.004090392589569,0.008086478710174427,0.007961985101426471,385,315.9366570975805,TIC 441798995,0,TESS
1.0000614833117274,0.006957096181653523,1.0000205039978027,0.965810000896454,1.0346752405166626,0.06886523962020863,0.17428336419631,1.6779878125669034,0.034251482415273427,0.5029686174724343,1.0000856821247532,0.06886523962020863,0.9919841051101685,1.0084861516952515,0.01650204658508292,0.8214060239460985,77,143.7469681602186,EPIC 201170410,0,K2
0.9999849846451716,0.0004166295200943853,1.0000094175338743,0.9979827404022216,1.001611590385437,0.003628849983215443,-0.5971678394814154,1.6683126994658712,0.0020022442429500353,0.47665641599105396,0.9999850714365496,0.003628849983215443,0.9994791150093079,1.0004871129989623,0.0010079979896544522,0.7529549075466211,104,2400.1779432687104,EPIC 201498078,0,K2
