time,flux,flux_err
1977.3645540183206,1.009990930557251,0.0016012571286410093
1977.3849862725547,1.00717294216156,0.0016010738909244537
1977.4054185263303,1.0046194791793823,0.0016009205719456077
1977.4258507796403,1.0062665939331055,0.0016008105594664812
1977.4462831324781,1.0090121030807495,0.0016017335001379251
1977.466715284856,1.0046522617340088,0.0016012376872822642
1977.4871476367698,1.0063084363937378,0.0016008103266358376
1977.5075798886755,1.0020620822906494,0.0015993239358067513
1977.5280120396565,1.0018223524093628,0.0016000235918909311
1977.5484443901732,1.0018452405929565,0.0016001374460756779
1977.5688766402163,0.9997797608375549,0.0015996642177924514
1977.5893087898003,0.9965671300888062,0.0015993957640603185
1977.60974113892,0.9960837960243225,0.001598879462108016
1977.6301733875662,1.0035381317138672,0.001600111136212945
1977.6506055357531,0.9942710399627686,0.001599108218215406
1977.671037883476,0.9946197271347046,0.0015992586268112063
1977.691470130725,0.997340202331543,0.0015993161359801888
1977.711902277515,0.9989792108535767,0.0015991813270375133
1977.7323346238409,0.9946447610855103,0.0015982926124706864
1977.7527668701587,0.9947817325592041,0.0015987502411007881
1977.7731990155517,0.9971758723258972,0.0015991366235539317
1977.7936313604805,0.9955773949623108,0.0015990339452400804
1977.8140636049357,0.9946789145469666,0.0015987165970727801
1977.8344958489324,0.9943181872367859,0.0015989704988896847
1977.8549280924635,0.9970648884773254,0.001599291805177927
1977.8753603359874,0.9932517409324646,0.0015988736413419247
1977.8957925785871,0.9947317838668823,0.0015991759719327092
1977.9162248207213,0.9945691227912903,0.0015993369743227959
1977.9366570623824,0.9922897219657898,0.0015988268423825502
1977.9570894040517,0.9907023310661316,0.001597663969732821
1977.977521544788,0.9916685819625854,0.0015980254393070936
1977.9979537850522,0.9923031330108643,0.001598068163730204
1978.0183861248588,0.9933993816375732,0.0015974335838109255
1978.0388182646639,0.985776424407959,0.0015963183250278234
1978.059250503531,0.9880796670913696,0.001596509013324976
1978.0796828424063,0.987097978591919,0.0015972816618159413
1978.1001149803487,0.9838982224464417,0.0015961951576173306
1978.120547217819,0.9850717782974243,0.0015963301993906498
1978.1409795552972,0.984776496887207,0.0015962094767019153
1978.1614116918427,0.9831043481826782,0.0015955629060044885
1978.1818439283816,0.9779232740402222,0.0015943858306854963
1978.2022762639972,0.9790400266647339,0.001593283494003117
1978.2227083996113,0.9747216701507568,0.0015933910617604852
1978.2431407342883,0.9735649228096008,0.0015929335495457053
1978.2635729689719,0.9712902903556824,0.0015924426261335611
1978.2840052027168,0.9693092107772827,0.0015909975627437234
1978.304437436469,0.9730035066604614,0.001591435051523149
1978.32486966929,0.9674234986305237,0.0015900478465482593
1978.3453019021108,0.9658100008964539,0.0015898706624284387
1978.3861663658827,0.9683641791343689,0.0015852523501962423
1978.570056430981,1.0095566511154175,0.0016032304847612977
1978.590488558213,1.0092569589614868,0.0016033599385991693
1978.610920884974,1.0079176425933838,0.0016033166320994496
1978.6313531112755,1.0096293687820435,0.001603336539119482
1978.651785437105,1.0082321166992188,0.0016032728599384427
1978.6722175624745,1.0141757726669312,0.0016036401502788067
1978.6926497873792,1.0117970705032349,0.001603651442565024
1978.7130821118117,1.0081498622894287,0.0016033754218369722
1978.7335142357842,1.0088741779327393,0.0016033395659178495
1978.753946459292,1.0129879713058472,0.0016036472516134381
1978.7743787823274,1.0136573314666748,0.0016044197836890817
1978.7948110049037,1.0139325857162476,0.001603815471753478
1978.8152431274793,1.0167243480682373,0.0016042225761339068
1978.8356754491178,1.0166486501693726,0.0016045511001721025
1978.8561076702972,1.0166653394699097,0.001603300217539072
1978.8765397910101,1.017109990119934,0.0016036361921578646
1978.9174043314997,1.017080545425415,0.0016038911417126656
1978.9378364508157,1.0171575546264648,0.0016041217604652047
1978.9582687701259,1.0178887844085693,0.001603888813406229
1978.9787009885113,1.0209583044052124,0.0016041048802435398
1978.999133106896,1.015404462814331,0.0016035737935453653
1979.0195654243435,1.0138695240020752,0.0016034090658649802
1979.0604297583195,1.018674373626709,0.0016034329310059547
1979.0808620748357,1.0185240507125854,0.0016034464351832867
1979.1012942908928,1.0175138711929321,0.0016037046443670988
1979.1217266060194,1.0180846452713013,0.0016034068539738655
1979.142158721137,1.019059419631958,0.0016035429434850812
1979.1625909357972,1.0163676738739014,0.0016036455053836107
1979.1830231499916,1.0171597003936768,0.0016036395682021976
1979.2034553632475,1.0173789262771606,0.0016034150030463934
1979.2238875765106,1.018259882926941,0.0016037493478506804
1979.244319789308,1.0204979181289673,0.001604237244464457
