time,flux,flux_err
1325.296512204375,1.020315170288086,0.001565431826747954
1325.2979010854306,1.0189809799194336,0.0015648429980501533
1325.2992899664278,1.0184907913208008,0.0015642950311303139
1325.3006788474834,1.016948938369751,0.0015647421823814511
1325.302067728539,1.0193266868591309,0.0015663293888792396
1325.3034566095944,1.0185930728912354,0.0015653216978535056
1325.3048454906498,1.0179778337478638,0.0015675917966291308
1325.3062343717054,1.017285943031311,0.0015649679116904736
1325.3076232528192,1.017223596572876,0.0015662780497223139
1325.3090121339328,1.018975853919983,0.0015663460362702608
1325.3104010149882,1.0176376104354858,0.001563818659633398
1325.3117898961023,1.019128680229187,0.0015657892217859626
1325.3131787772165,1.019492268562317,0.0015668802661821246
1325.3145676583886,1.0212421417236328,0.0015680998330935836
1325.3159565395015,1.0173137187957764,0.0015675819013267756
1325.317345420674,1.0191341638565063,0.0015668494161218405
1325.3187343017878,1.018838882446289,0.001566509366966784
1325.320123182959,1.0204964876174927,0.00156946643255651
1325.3215120641316,1.0174981355667114,0.0015659284545108676
1325.3229009453037,1.019240140914917,0.0015696939080953598
1325.324289826533,1.0177457332611084,0.0015663385856896639
1325.3256787077057,1.0215378999710083,0.0015702254604548216
1325.3270675889357,1.0164508819580078,0.0015666475519537926
1325.328456470107,1.0184842348098755,0.0015676895854994655
1325.329845351338,1.0187137126922607,0.0015694894827902317
1325.3312342325687,1.020166039466858,0.001569394487887621
1325.332623113799,1.0197999477386475,0.0015688948333263397
1325.3340119950872,1.018829107284546,0.0015693275490775704
1325.3354008763174,1.023961067199707,0.0015737219946458936
1325.3367897576059,1.0204962491989136,0.0015711653977632523
1325.3381786388359,1.021356225013733,0.0015707573620602489
1325.339567520124,1.017999529838562,0.0015707588754594326
1325.3409564014125,1.017329454421997,0.0015697488561272621
1325.3423452827592,1.0217311382293701,0.0015723278047516942
1325.3437341640474,1.0195716619491577,0.0015729325823485851
1325.3451230453365,1.0216031074523926,0.0015729706501588225
1325.346511926683,1.020593285560608,0.0015720579540356994
1325.347900808029,1.0213782787322998,0.0015733256004750729
1325.349289689318,1.0215866565704346,0.0015742076793685555
1325.3506785707227,1.0209746360778809,0.0015733882319182158
1325.3520674520687,1.0184880495071411,0.0015733590116724372
1325.3534563334158,1.0208420753479004,0.0015757454093545675
1325.3548452147625,1.0170714855194092,0.0015738175716251135
1325.3562340961664,1.0190562009811401,0.0015747465658932924
1325.3576229775717,1.0212680101394653,0.0015760594978928566
1325.3590118589768,1.020005702972412,0.00157635728828609
1325.3604007403808,1.0207396745681763,0.0015767674194648862
1325.361789621786,1.020728588104248,0.0015765472780913115
1325.3631785031916,1.0222290754318237,0.0015771484468132257
